doc_id,doc_title,collection_dir,collection_code,collection_name,collection_label,work_code,work_title_hint,character,char_id,degree,weighted_degree,degree_centrality,strength_centrality,derived_by
pdf_01000000__01004001___ad83d28842,逍遥津,01000000,1000000,《戏考》,《戏考》（1000000）,01004001,逍遥津,司马懿,pdf_01000000__01004001___ad83d28842__char__2df9eac30e,6,19,0.1818,0.0841,relations_aggregated
pdf_01000000__01004001___ad83d28842,逍遥津,01000000,1000000,《戏考》,《戏考》（1000000）,01004001,逍遥津,夏侯渊,pdf_01000000__01004001___ad83d28842__char__394feb30ad,6,12,0.1818,0.0531,relations_aggregated
pdf_01000000__01004001___ad83d28842,逍遥津,01000000,1000000,《戏考》,《戏考》（1000000）,01004001,逍遥津,文聘,pdf_01000000__01004001___ad83d28842__char__94350a27fe,6,7,0.1818,0.031,relations_aggregated
pdf_01000000__01004001___ad83d28842,逍遥津,01000000,1000000,《戏考》,《戏考》（1000000）,01004001,逍遥津,院子,pdf_01000000__01004001___ad83d28842__char__aaab4af545,5,8,0.1515,0.0354,relations_aggregated
pdf_01000000__01004001___ad83d28842,逍遥津,01000000,1000000,《戏考》,《戏考》（1000000）,01004001,逍遥津,曹植,pdf_01000000__01004001___ad83d28842__char__2290058c52,4,6,0.1212,0.0265,relations_aggregated
pdf_01000000__01004001___ad83d28842,逍遥津,01000000,1000000,《戏考》,《戏考》（1000000）,01004001,逍遥津,太监,pdf_01000000__01004001___ad83d28842__char__07511305c7,3,5,0.0909,0.0221,relations_aggregated
pdf_01000000__01004001___ad83d28842,逍遥津,01000000,1000000,《戏考》,《戏考》（1000000）,01004001,逍遥津,四大铠,pdf_01000000__01004001___ad83d28842__char__6d709e0726,2,4,0.0606,0.0177,relations_aggregated
pdf_01000000__01004001___ad83d28842,逍遥津,01000000,1000000,《戏考》,《戏考》（1000000）,01004001,逍遥津,二旗牌,pdf_01000000__01004001___ad83d28842__char__0975451ac2,2,2,0.0606,0.0088,relations_aggregated
pdf_01000000__01004001___ad83d28842,逍遥津,01000000,1000000,《戏考》,《戏考》（1000000）,01004001,逍遥津,众人,pdf_01000000__01004001___ad83d28842__char__64ddc2ec1d,2,2,0.0606,0.0088,relations_aggregated
pdf_01000000__01004001___ad83d28842,逍遥津,01000000,1000000,《戏考》,《戏考》（1000000）,01004001,逍遥津,华散,pdf_01000000__01004001___ad83d28842__char__a3c4844f25,2,2,0.0606,0.0088,relations_aggregated
pdf_01000000__01004001___ad83d28842,逍遥津,01000000,1000000,《戏考》,《戏考》（1000000）,01004001,逍遥津,手下,pdf_01000000__01004001___ad83d28842__char__c16731aca0,2,2,0.0606,0.0088,relations_aggregated
pdf_01000000__01004001___ad83d28842,逍遥津,01000000,1000000,《戏考》,《戏考》（1000000）,01004001,逍遥津,穆顾,pdf_01000000__01004001___ad83d28842__char__3ed1c2e7ab,2,2,0.0606,0.0088,relations_aggregated
pdf_01000000__01004001___ad83d28842,逍遥津,01000000,1000000,《戏考》,《戏考》（1000000）,01004001,逍遥津,王粲,pdf_01000000__01004001___ad83d28842__char__f60689b848,2,2,0.0606,0.0088,relations_aggregated
pdf_01000000__01004001___ad83d28842,逍遥津,01000000,1000000,《戏考》,《戏考》（1000000）,01004001,逍遥津,郄虑,pdf_01000000__01004001___ad83d28842__char__5eba43198b,2,2,0.0606,0.0088,relations_aggregated
pdf_01000000__01004001___ad83d28842,逍遥津,01000000,1000000,《戏考》,《戏考》（1000000）,01004001,逍遥津,伏完,pdf_01000000__01004001___ad83d28842__char__64a86b2865,1,1,0.0303,0.0044,relations_aggregated
pdf_01000000__01004001___ad83d28842,逍遥津,01000000,1000000,《戏考》,《戏考》（1000000）,01004001,逍遥津,旗牌,pdf_01000000__01004001___ad83d28842__char__5ee7b2e403,1,1,0.0303,0.0044,relations_aggregated
pdf_01000000__01004004___a91ecdeeef,盗宗卷,01000000,1000000,《戏考》,《戏考》（1000000）,01004004,盗宗卷,陈平,pdf_01000000__01004004___a91ecdeeef__char__48d2ecb259,13,221,1.0,1.0,relations_aggregated
pdf_01000000__01004004___a91ecdeeef,盗宗卷,01000000,1000000,《戏考》,《戏考》（1000000）,01004004,盗宗卷,张苍,pdf_01000000__01004004___a91ecdeeef__char__f7e0ecae2c,13,199,1.0,0.9005,relations_aggregated
pdf_01000000__01004004___a91ecdeeef,盗宗卷,01000000,1000000,《戏考》,《戏考》（1000000）,01004004,盗宗卷,田子春,pdf_01000000__01004004___a91ecdeeef__char__138e569484,10,83,0.7692,0.3756,relations_aggregated
pdf_01000000__01004004___a91ecdeeef,盗宗卷,01000000,1000000,《戏考》,《戏考》（1000000）,01004004,盗宗卷,衙役乙,pdf_01000000__01004004___a91ecdeeef__char__384c2cbcbf,6,16,0.4615,0.0724,relations_aggregated
pdf_01000000__01004004___a91ecdeeef,盗宗卷,01000000,1000000,《戏考》,《戏考》（1000000）,01004004,盗宗卷,张夫人,pdf_01000000__01004004___a91ecdeeef__char__4e1093d1a9,5,22,0.3846,0.0995,relations_aggregated
pdf_01000000__01004004___a91ecdeeef,盗宗卷,01000000,1000000,《戏考》,《戏考》（1000000）,01004004,盗宗卷,吕后,pdf_01000000__01004004___a91ecdeeef__char__c17d915cca,5,28,0.3846,0.1267,relations_aggregated
pdf_01000000__01004004___a91ecdeeef,盗宗卷,01000000,1000000,《戏考》,《戏考》（1000000）,01004004,盗宗卷,衙役甲,pdf_01000000__01004004___a91ecdeeef__char__5c7a6ab0be,5,10,0.3846,0.0452,relations_aggregated
pdf_01000000__01004004___a91ecdeeef,盗宗卷,01000000,1000000,《戏考》,《戏考》（1000000）,01004004,盗宗卷,张秀玉,pdf_01000000__01004004___a91ecdeeef__char__fbce69208f,4,28,0.3077,0.1267,relations_aggregated
pdf_01000000__01004004___a91ecdeeef,盗宗卷,01000000,1000000,《戏考》,《戏考》（1000000）,01004004,盗宗卷,二衙役,pdf_01000000__01004004___a91ecdeeef__char__a1baa6b168,4,18,0.3077,0.0814,relations_aggregated
pdf_01000000__01004004___a91ecdeeef,盗宗卷,01000000,1000000,《戏考》,《戏考》（1000000）,01004004,盗宗卷,家院,pdf_01000000__01004004___a91ecdeeef__char__86956c08c7,3,10,0.2308,0.0452,relations_aggregated
pdf_01000000__01004004___a91ecdeeef,盗宗卷,01000000,1000000,《戏考》,《戏考》（1000000）,01004004,盗宗卷,太监,pdf_01000000__01004004___a91ecdeeef__char__30190ad64d,2,3,0.1538,0.0136,relations_aggregated
pdf_01000000__01004004___a91ecdeeef,盗宗卷,01000000,1000000,《戏考》,《戏考》（1000000）,01004004,盗宗卷,院子,pdf_01000000__01004004___a91ecdeeef__char__b255eb4e9b,2,2,0.1538,0.009,relations_aggregated
pdf_01000000__01004006___13b2265b9d,辕门射戟,01000000,1000000,《戏考》,《戏考》（1000000）,01004006,辕门射戟,吕布,pdf_01000000__01004006___13b2265b9d__char__916b136e7f,16,103,1.0,0.8374,relations_aggregated
pdf_01000000__01004006___13b2265b9d,辕门射戟,01000000,1000000,《戏考》,《戏考》（1000000）,01004006,辕门射戟,刘备,pdf_01000000__01004006___13b2265b9d__char__238f0dc566,14,112,0.875,0.9106,relations_aggregated
pdf_01000000__01004006___13b2265b9d,辕门射戟,01000000,1000000,《戏考》,《戏考》（1000000）,01004006,辕门射戟,张飞,pdf_01000000__01004006___13b2265b9d__char__173560819f,12,123,0.75,1.0,relations_aggregated
pdf_01000000__01004006___13b2265b9d,辕门射戟,01000000,1000000,《戏考》,《戏考》（1000000）,01004006,辕门射戟,纪灵,pdf_01000000__01004006___13b2265b9d__char__aae21e2109,12,60,0.75,0.4878,relations_aggregated
pdf_01000000__01004006___13b2265b9d,辕门射戟,01000000,1000000,《戏考》,《戏考》（1000000）,01004006,辕门射戟,中军,pdf_01000000__01004006___13b2265b9d__char__b524d7bcb1,10,23,0.625,0.187,relations_aggregated
pdf_01000000__01004006___13b2265b9d,辕门射戟,01000000,1000000,《戏考》,《戏考》（1000000）,01004006,辕门射戟,关羽,pdf_01000000__01004006___13b2265b9d__char__be46ac237c,7,23,0.4375,0.187,relations_aggregated
pdf_01000000__01004006___13b2265b9d,辕门射戟,01000000,1000000,《戏考》,《戏考》（1000000）,01004006,辕门射戟,旗牌,pdf_01000000__01004006___13b2265b9d__char__7fb4a8e292,6,11,0.375,0.0894,relations_aggregated
pdf_01000000__01004006___13b2265b9d,辕门射戟,01000000,1000000,《戏考》,《戏考》（1000000）,01004006,辕门射戟,龙套,pdf_01000000__01004006___13b2265b9d__char__dfb729e051,5,8,0.3125,0.065,relations_aggregated
pdf_01000000__01004006___13b2265b9d,辕门射戟,01000000,1000000,《戏考》,《戏考》（1000000）,01004006,辕门射戟,报子,pdf_01000000__01004006___13b2265b9d__char__da11a22ecc,5,7,0.3125,0.0569,relations_aggregated
pdf_01000000__01004006___13b2265b9d,辕门射戟,01000000,1000000,《戏考》,《戏考》（1000000）,01004006,辕门射戟,下书人,pdf_01000000__01004006___13b2265b9d__char__67a777d840,4,9,0.25,0.0732,relations_aggregated
pdf_01000000__01004006___13b2265b9d,辕门射戟,01000000,1000000,《戏考》,《戏考》（1000000）,01004006,辕门射戟,雷同,pdf_01000000__01004006___13b2265b9d__char__c1e8379e9e,2,4,0.125,0.0325,relations_aggregated
pdf_01000000__01004006___13b2265b9d,辕门射戟,01000000,1000000,《戏考》,《戏考》（1000000）,01004006,辕门射戟,吴兰,pdf_01000000__01004006___13b2265b9d__char__2ab7647889,1,1,0.0625,0.0081,relations_aggregated
pdf_01000000__01004007___a24f152422,取荥阳,01000000,1000000,《戏考》,《戏考》（1000000）,01004007,取荥阳,张良,pdf_01000000__01004007___a24f152422__char__e10527aec4,12,72,1.0,0.6729,relations_aggregated
pdf_01000000__01004007___a24f152422,取荥阳,01000000,1000000,《戏考》,《戏考》（1000000）,01004007,取荥阳,纪信,pdf_01000000__01004007___a24f152422__char__a372b268f6,10,68,0.8333,0.6355,relations_aggregated
pdf_01000000__01004007___a24f152422,取荥阳,01000000,1000000,《戏考》,《戏考》（1000000）,01004007,取荥阳,刘邦,pdf_01000000__01004007___a24f152422__char__0f4752d27f,10,107,0.8333,1.0,relations_aggregated
pdf_01000000__01004007___a24f152422,取荥阳,01000000,1000000,《戏考》,《戏考》（1000000）,01004007,取荥阳,随何,pdf_01000000__01004007___a24f152422__char__29c0118b8f,8,26,0.6667,0.243,relations_aggregated
pdf_01000000__01004007___a24f152422,取荥阳,01000000,1000000,《戏考》,《戏考》（1000000）,01004007,取荥阳,陈平,pdf_01000000__01004007___a24f152422__char__6d6196f178,6,22,0.5,0.2056,relations_aggregated
pdf_01000000__01004007___a24f152422,取荥阳,01000000,1000000,《戏考》,《戏考》（1000000）,01004007,取荥阳,项羽,pdf_01000000__01004007___a24f152422__char__ab10a2c068,4,23,0.3333,0.215,relations_aggregated
pdf_01000000__01004007___a24f152422,取荥阳,01000000,1000000,《戏考》,《戏考》（1000000）,01004007,取荥阳,曹参,pdf_01000000__01004007___a24f152422__char__ed4859245c,4,7,0.3333,0.0654,relations_aggregated
pdf_01000000__01004007___a24f152422,取荥阳,01000000,1000000,《戏考》,《戏考》（1000000）,01004007,取荥阳,童儿,pdf_01000000__01004007___a24f152422__char__5ef79b5159,2,4,0.1667,0.0374,relations_aggregated
pdf_01000000__01004007___a24f152422,取荥阳,01000000,1000000,《戏考》,《戏考》（1000000）,01004007,取荥阳,周勃,pdf_01000000__01004007___a24f152422__char__4b8f645a07,2,2,0.1667,0.0187,relations_aggregated
pdf_01000000__01004007___a24f152422,取荥阳,01000000,1000000,《戏考》,《戏考》（1000000）,01004007,取荥阳,随何张良,pdf_01000000__01004007___a24f152422__char__c4ab11050a,2,2,0.1667,0.0187,relations_aggregated
pdf_01000000__01004007___a24f152422,取荥阳,01000000,1000000,《戏考》,《戏考》（1000000）,01004007,取荥阳,龙套,pdf_01000000__01004007___a24f152422__char__2069c035f9,1,2,0.0833,0.0187,relations_aggregated
pdf_01000000__01004007___a24f152422,取荥阳,01000000,1000000,《戏考》,《戏考》（1000000）,01004007,取荥阳,众人,pdf_01000000__01004007___a24f152422__char__8abcd73d3b,1,1,0.0833,0.0093,relations_aggregated
pdf_01000000__01004009___abe4e0ff20,忠孝全,01000000,1000000,《戏考》,《戏考》（1000000）,01004009,忠孝全,秦季龙,pdf_01000000__01004009___abe4e0ff20__char__3e8f57054a,14,135,1.0,0.9375,relations_aggregated
pdf_01000000__01004009___abe4e0ff20,忠孝全,01000000,1000000,《戏考》,《戏考》（1000000）,01004009,忠孝全,王振,pdf_01000000__01004009___abe4e0ff20__char__4bbc7c76fc,12,144,0.8571,1.0,relations_aggregated
pdf_01000000__01004009___abe4e0ff20,忠孝全,01000000,1000000,《戏考》,《戏考》（1000000）,01004009,忠孝全,中军,pdf_01000000__01004009___abe4e0ff20__char__a476b9af3e,12,106,0.8571,0.7361,relations_aggregated
pdf_01000000__01004009___abe4e0ff20,忠孝全,01000000,1000000,《戏考》,《戏考》（1000000）,01004009,忠孝全,秦洪,pdf_01000000__01004009___abe4e0ff20__char__d1234dcda6,7,67,0.5,0.4653,relations_aggregated
pdf_01000000__01004009___abe4e0ff20,忠孝全,01000000,1000000,《戏考》,《戏考》（1000000）,01004009,忠孝全,安太,pdf_01000000__01004009___abe4e0ff20__char__bf427c86fc,7,66,0.5,0.4583,relations_aggregated
pdf_01000000__01004009___abe4e0ff20,忠孝全,01000000,1000000,《戏考》,《戏考》（1000000）,01004009,忠孝全,众人,pdf_01000000__01004009___abe4e0ff20__char__c3c0fd245f,7,22,0.5,0.1528,relations_aggregated
pdf_01000000__01004009___abe4e0ff20,忠孝全,01000000,1000000,《戏考》,《戏考》（1000000）,01004009,忠孝全,金鳌,pdf_01000000__01004009___abe4e0ff20__char__6231eb3eec,7,15,0.5,0.1042,relations_aggregated
pdf_01000000__01004009___abe4e0ff20,忠孝全,01000000,1000000,《戏考》,《戏考》（1000000）,01004009,忠孝全,龙套,pdf_01000000__01004009___abe4e0ff20__char__3dd88cb25d,5,22,0.3571,0.1528,relations_aggregated
pdf_01000000__01004009___abe4e0ff20,忠孝全,01000000,1000000,《戏考》,《戏考》（1000000）,01004009,忠孝全,报子,pdf_01000000__01004009___abe4e0ff20__char__339fd0b209,3,3,0.2143,0.0208,relations_aggregated
pdf_01000000__01004009___abe4e0ff20,忠孝全,01000000,1000000,《戏考》,《戏考》（1000000）,01004009,忠孝全,刀斧手,pdf_01000000__01004009___abe4e0ff20__char__d196dc36f7,2,2,0.1429,0.0139,relations_aggregated
pdf_01000000__01004009___abe4e0ff20,忠孝全,01000000,1000000,《戏考》,《戏考》（1000000）,01004009,忠孝全,四番将,pdf_01000000__01004009___abe4e0ff20__char__90b975796d,2,2,0.1429,0.0139,relations_aggregated
pdf_01000000__01004009___abe4e0ff20,忠孝全,01000000,1000000,《戏考》,《戏考》（1000000）,01004009,忠孝全,手,pdf_01000000__01004009___abe4e0ff20__char__3f548676bc,2,2,0.1429,0.0139,relations_aggregated
pdf_01000000__01004010___47767989be,双投唐,01000000,1000000,《戏考》,《戏考》（1000000）,01004010,双投唐,李世民,pdf_01000000__01004010___47767989be__char__51c26c1512,14,97,1.0,0.5543,relations_aggregated
pdf_01000000__01004010___47767989be,双投唐,01000000,1000000,《戏考》,《戏考》（1000000）,01004010,双投唐,王伯党,pdf_01000000__01004010___47767989be__char__6b51127102,11,175,0.7857,1.0,relations_aggregated
pdf_01000000__01004010___47767989be,双投唐,01000000,1000000,《戏考》,《戏考》（1000000）,01004010,双投唐,李密,pdf_01000000__01004010___47767989be__char__ba6ab633f9,9,169,0.6429,0.9657,relations_aggregated
pdf_01000000__01004010___47767989be,双投唐,01000000,1000000,《戏考》,《戏考》（1000000）,01004010,双投唐,李渊,pdf_01000000__01004010___47767989be__char__3ca1d86627,8,50,0.5714,0.2857,relations_aggregated
pdf_01000000__01004010___47767989be,双投唐,01000000,1000000,《戏考》,《戏考》（1000000）,01004010,双投唐,河阳公主,pdf_01000000__01004010___47767989be__char__21fba96d66,6,23,0.4286,0.1314,relations_aggregated
pdf_01000000__01004010___47767989be,双投唐,01000000,1000000,《戏考》,《戏考》（1000000）,01004010,双投唐,殷开山,pdf_01000000__01004010___47767989be__char__98f73f924f,4,8,0.2857,0.0457,relations_aggregated
pdf_01000000__01004010___47767989be,双投唐,01000000,1000000,《戏考》,《戏考》（1000000）,01004010,双投唐,内侍,pdf_01000000__01004010___47767989be__char__9c36338f07,4,4,0.2857,0.0229,relations_aggregated
pdf_01000000__01004010___47767989be,双投唐,01000000,1000000,《戏考》,《戏考》（1000000）,01004010,双投唐,太监,pdf_01000000__01004010___47767989be__char__1873e34f9f,4,4,0.2857,0.0229,relations_aggregated
pdf_01000000__01004010___47767989be,双投唐,01000000,1000000,《戏考》,《戏考》（1000000）,01004010,双投唐,龙套,pdf_01000000__01004010___47767989be__char__ff8b516422,2,6,0.1429,0.0343,relations_aggregated
pdf_01000000__01004010___47767989be,双投唐,01000000,1000000,《戏考》,《戏考》（1000000）,01004010,双投唐,大太监,pdf_01000000__01004010___47767989be__char__bf942bf811,2,2,0.1429,0.0114,relations_aggregated
pdf_01000000__01004010___47767989be,双投唐,01000000,1000000,《戏考》,《戏考》（1000000）,01004010,双投唐,宫女,pdf_01000000__01004010___47767989be__char__dc2ee904eb,2,2,0.1429,0.0114,relations_aggregated
pdf_01000000__01004010___47767989be,双投唐,01000000,1000000,《戏考》,《戏考》（1000000）,01004010,双投唐,刘洪基,pdf_01000000__01004010___47767989be__char__769dcc8b8a,1,1,0.0714,0.0057,relations_aggregated
pdf_01000000__01004010___47767989be,双投唐,01000000,1000000,《戏考》,《戏考》（1000000）,01004010,双投唐,段之贤,pdf_01000000__01004010___47767989be__char__adc12b3a76,1,1,0.0714,0.0057,relations_aggregated
pdf_01000000__01004010___47767989be,双投唐,01000000,1000000,《戏考》,《戏考》（1000000）,01004010,双投唐,马三保,pdf_01000000__01004010___47767989be__char__1f20da902c,1,1,0.0714,0.0057,relations_aggregated
pdf_01000000__01004010___47767989be,双投唐,01000000,1000000,《戏考》,《戏考》（1000000）,01004010,双投唐,众人,pdf_01000000__01004010___47767989be__char__0feead8e39,1,1,0.0714,0.0057,relations_aggregated
pdf_01000000__01004011___c0be635aa4,飞虎山,01000000,1000000,《戏考》,《戏考》（1000000）,01004011,飞虎山,李克用,pdf_01000000__01004011___c0be635aa4__char__e0628090dc,11,64,1.0,1.0,relations_aggregated
pdf_01000000__01004011___c0be635aa4,飞虎山,01000000,1000000,《戏考》,《戏考》（1000000）,01004011,飞虎山,安敬思,pdf_01000000__01004011___c0be635aa4__char__54e81e3f17,5,27,0.4545,0.4219,relations_aggregated
pdf_01000000__01004011___c0be635aa4,飞虎山,01000000,1000000,《戏考》,《戏考》（1000000）,01004011,飞虎山,龙套,pdf_01000000__01004011___c0be635aa4__char__67e6b7bb6b,5,18,0.4545,0.2812,relations_aggregated
pdf_01000000__01004011___c0be635aa4,飞虎山,01000000,1000000,《戏考》,《戏考》（1000000）,01004011,飞虎山,土地,pdf_01000000__01004011___c0be635aa4__char__d96d2fccff,3,17,0.2727,0.2656,relations_aggregated
pdf_01000000__01004011___c0be635aa4,飞虎山,01000000,1000000,《戏考》,《戏考》（1000000）,01004011,飞虎山,四将,pdf_01000000__01004011___c0be635aa4__char__61714409d4,2,10,0.1818,0.1562,relations_aggregated
pdf_01000000__01004011___c0be635aa4,飞虎山,01000000,1000000,《戏考》,《戏考》（1000000）,01004011,飞虎山,周德威,pdf_01000000__01004011___c0be635aa4__char__4a0ef97c15,2,6,0.1818,0.0938,relations_aggregated
pdf_01000000__01004011___c0be635aa4,飞虎山,01000000,1000000,《戏考》,《戏考》（1000000）,01004011,飞虎山,李嗣源,pdf_01000000__01004011___c0be635aa4__char__55392070f3,2,6,0.1818,0.0938,relations_aggregated
pdf_01000000__01004012___2ea5375b61,女起解,01000000,1000000,《戏考》,《戏考》（1000000）,01004012,女起解,张公道,pdf_01000000__01004012___2ea5375b61__char__61048cf418,8,29,1.0,1.0,relations_aggregated
pdf_01000000__01004012___2ea5375b61,女起解,01000000,1000000,《戏考》,《戏考》（1000000）,01004012,女起解,苏三,pdf_01000000__01004012___2ea5375b61__char__c8bd1558f6,5,20,0.625,0.6897,relations_aggregated
pdf_01000000__01004012___2ea5375b61,女起解,01000000,1000000,《戏考》,《戏考》（1000000）,01004012,女起解,狱官,pdf_01000000__01004012___2ea5375b61__char__2c2a7f33f8,4,9,0.5,0.3103,relations_aggregated
pdf_01000000__01004012___2ea5375b61,女起解,01000000,1000000,《戏考》,《戏考》（1000000）,01004012,女起解,禁子,pdf_01000000__01004012___2ea5375b61__char__5b3ec65f25,3,4,0.375,0.1379,relations_aggregated
pdf_01000000__01004012___2ea5375b61,女起解,01000000,1000000,《戏考》,《戏考》（1000000）,01004012,女起解,客人,pdf_01000000__01004012___2ea5375b61__char__8f9f6d4aa7,2,2,0.25,0.069,relations_aggregated
pdf_01000000__01004014___d6eca0fe85,遗翠花,01000000,1000000,《戏考》,《戏考》（1000000）,01004014,遗翠花,相公,pdf_01000000__01004014___d6eca0fe85__char__8a2a62d872,8,27,1.0,0.8182,relations_aggregated
pdf_01000000__01004014___d6eca0fe85,遗翠花,01000000,1000000,《戏考》,《戏考》（1000000）,01004014,遗翠花,翠香,pdf_01000000__01004014___d6eca0fe85__char__98e42ad287,7,33,0.875,1.0,relations_aggregated
pdf_01000000__01004014___d6eca0fe85,遗翠花,01000000,1000000,《戏考》,《戏考》（1000000）,01004014,遗翠花,老夫人,pdf_01000000__01004014___d6eca0fe85__char__75dcd83458,6,14,0.75,0.4242,relations_aggregated
pdf_01000000__01004014___d6eca0fe85,遗翠花,01000000,1000000,《戏考》,《戏考》（1000000）,01004014,遗翠花,小姐,pdf_01000000__01004014___d6eca0fe85__char__4dbc7fe4f9,6,9,0.75,0.2727,relations_aggregated
pdf_01000000__01004014___d6eca0fe85,遗翠花,01000000,1000000,《戏考》,《戏考》（1000000）,01004014,遗翠花,翠香相公,pdf_01000000__01004014___d6eca0fe85__char__1ccf7b99c7,3,3,0.375,0.0909,relations_aggregated
pdf_01000000__01004015___871e6f9883,新安驿,01000000,1000000,《戏考》,《戏考》（1000000）,01004015,新安驿,李氏,pdf_01000000__01004015___871e6f9883__char__b4ba184e77,7,40,1.0,0.9756,relations_aggregated
pdf_01000000__01004015___871e6f9883,新安驿,01000000,1000000,《戏考》,《戏考》（1000000）,01004015,新安驿,罗雁,pdf_01000000__01004015___871e6f9883__char__590fed4f40,7,41,1.0,1.0,relations_aggregated
pdf_01000000__01004015___871e6f9883,新安驿,01000000,1000000,《戏考》,《戏考》（1000000）,01004015,新安驿,赵美容,pdf_01000000__01004015___871e6f9883__char__92eb3301aa,7,36,1.0,0.878,relations_aggregated
pdf_01000000__01004015___871e6f9883,新安驿,01000000,1000000,《戏考》,《戏考》（1000000）,01004015,新安驿,周凤英,pdf_01000000__01004015___871e6f9883__char__235ca2f915,7,39,1.0,0.9512,relations_aggregated
pdf_01000000__01004015___871e6f9883,新安驿,01000000,1000000,《戏考》,《戏考》（1000000）,01004015,新安驿,众人,pdf_01000000__01004015___871e6f9883__char__c95979967f,4,4,0.5714,0.0976,relations_aggregated
pdf_01000000__01004016___8e04e3a822,小上坟,01000000,1000000,《戏考》,《戏考》（1000000）,01004016,小上坟,萧素贞,pdf_01000000__01004016___8e04e3a822__char__5350ba1219,6,21,1.0,0.875,relations_aggregated
pdf_01000000__01004016___8e04e3a822,小上坟,01000000,1000000,《戏考》,《戏考》（1000000）,01004016,小上坟,刘禄敬,pdf_01000000__01004016___8e04e3a822__char__049a62ab9c,6,24,1.0,1.0,relations_aggregated
pdf_01000000__01004016___8e04e3a822,小上坟,01000000,1000000,《戏考》,《戏考》（1000000）,01004016,小上坟,青袍甲,pdf_01000000__01004016___8e04e3a822__char__688a51a7a5,5,10,0.8333,0.4167,relations_aggregated
pdf_01000000__01004016___8e04e3a822,小上坟,01000000,1000000,《戏考》,《戏考》（1000000）,01004016,小上坟,青袍,pdf_01000000__01004016___8e04e3a822__char__bed30bf88c,5,7,0.8333,0.2917,relations_aggregated
pdf_01000000__01005001___8bae4c8a7d,武家坡,01000000,1000000,《戏考》,《戏考》（1000000）,01005001,武家坡,王宝钏,pdf_01000000__01005001___8bae4c8a7d__char__1d2367a08b,4,23,1.0,0.8519,relations_aggregated
pdf_01000000__01005001___8bae4c8a7d,武家坡,01000000,1000000,《戏考》,《戏考》（1000000）,01005001,武家坡,薛平贵,pdf_01000000__01005001___8bae4c8a7d__char__b74cd28ad0,4,27,1.0,1.0,relations_aggregated
pdf_01000000__01005001___8bae4c8a7d,武家坡,01000000,1000000,《戏考》,《戏考》（1000000）,01005001,武家坡,大嫂,pdf_01000000__01005001___8bae4c8a7d__char__fd85e697a4,4,10,1.0,0.3704,relations_aggregated
pdf_01000000__01005002___c9467a74fd,浣纱记,01000000,1000000,《戏考》,《戏考》（1000000）,01005002,浣纱记,伍员,pdf_01000000__01005002___c9467a74fd__char__a4637c1ac0,4,34,1.0,1.0,relations_aggregated
pdf_01000000__01005002___c9467a74fd,浣纱记,01000000,1000000,《戏考》,《戏考》（1000000）,01005002,浣纱记,浣纱女,pdf_01000000__01005002___c9467a74fd__char__e631f33369,2,18,0.5,0.5294,relations_aggregated
pdf_01000000__01005002___c9467a74fd,浣纱记,01000000,1000000,《戏考》,《戏考》（1000000）,01005002,浣纱记,渔父,pdf_01000000__01005002___c9467a74fd__char__31638d7fa8,2,16,0.5,0.4706,relations_aggregated
pdf_01000000__01005003___0fd7bac795,天雷报,01000000,1000000,《戏考》,《戏考》（1000000）,01005003,天雷报,张元秀,pdf_01000000__01005003___0fd7bac795__char__c7ec23b828,8,31,1.0,1.0,relations_aggregated
pdf_01000000__01005003___0fd7bac795,天雷报,01000000,1000000,《戏考》,《戏考》（1000000）,01005003,天雷报,周小义,pdf_01000000__01005003___0fd7bac795__char__e14cce40e0,8,11,1.0,0.3548,relations_aggregated
pdf_01000000__01005003___0fd7bac795,天雷报,01000000,1000000,《戏考》,《戏考》（1000000）,01005003,天雷报,张继保,pdf_01000000__01005003___0fd7bac795__char__39b9859c95,8,11,1.0,0.3548,relations_aggregated
pdf_01000000__01005003___0fd7bac795,天雷报,01000000,1000000,《戏考》,《戏考》（1000000）,01005003,天雷报,周氏,pdf_01000000__01005003___0fd7bac795__char__c6d292073d,6,25,0.75,0.8065,relations_aggregated
pdf_01000000__01005003___0fd7bac795,天雷报,01000000,1000000,《戏考》,《戏考》（1000000）,01005003,天雷报,青袍甲,pdf_01000000__01005003___0fd7bac795__char__711920e6ae,3,3,0.375,0.0968,relations_aggregated
pdf_01000000__01005003___0fd7bac795,天雷报,01000000,1000000,《戏考》,《戏考》（1000000）,01005003,天雷报,雷祖,pdf_01000000__01005003___0fd7bac795__char__88def7ca10,2,2,0.25,0.0645,relations_aggregated
pdf_01000000__01005003___0fd7bac795,天雷报,01000000,1000000,《戏考》,《戏考》（1000000）,01005003,天雷报,周桂英,pdf_01000000__01005003___0fd7bac795__char__f56ae17cc0,2,2,0.25,0.0645,relations_aggregated
pdf_01000000__01005003___0fd7bac795,天雷报,01000000,1000000,《戏考》,《戏考》（1000000）,01005003,天雷报,薛荣,pdf_01000000__01005003___0fd7bac795__char__8276a413a0,2,2,0.25,0.0645,relations_aggregated
pdf_01000000__01005003___0fd7bac795,天雷报,01000000,1000000,《戏考》,《戏考》（1000000）,01005003,天雷报,雷神,pdf_01000000__01005003___0fd7bac795__char__73401f7c81,1,1,0.125,0.0323,relations_aggregated
